Cuanexo,Submodalidad
220105200,Secundaria
220105300,Primaria
220105500,Secundaria
220105600,Primaria
220105601,Primaria
220105700,Primaria
220105701,Primaria
220105800,Primaria
220105900,Primaria
220105901,Primaria
220105902,Primaria
220106000,Nivel inicial
220106001,Nivel inicial
220106002,Nivel inicial
220106200,Primaria
220106300,Primaria
220106400,Primaria
220106500,Primaria
220106600,Nivel inicial
220106601,Nivel inicial
220106700,Primaria
220106800,Primaria
220106900,Primaria
220107000,Primaria
220107001,Primaria
220107200,Nivel inicial
220107200,Primaria
220107300,Primaria
220107400,Primaria
220107500,Primaria
220107600,No Universitario
220107700,No Universitario
220107701,No Universitario
220107704,No Universitario
220107800,Primaria
220107900,Primaria
220108000,Nivel inicial
220108001,Nivel inicial
220108002,Nivel inicial
220108100,Primaria
220108400,Primaria
220108500,Primaria
220108600,Primaria
220108700,Primaria
220108800,Secundaria
220108900,Primaria
220109000,Primaria
220109100,Primaria
220109101,Primaria
220109200,Primaria
220109300,Primaria
220109400,Nivel inicial
220109400,Primaria
220109600,Secundaria
220109700,Secundaria
220109800,Nivel inicial
220109801,Nivel inicial
220109900,Primaria
220110100,No Universitario
220110200,Primaria
220110300,Primaria
220110400,Nivel inicial
220110401,Nivel inicial
220110500,Primaria
220110600,Nivel inicial
220110601,Nivel inicial
220110700,Primaria
220110800,Secundaria
220111000,Primaria
220111100,Nivel inicial
220111100,Primaria
220111101,Primaria
220111200,Nivel inicial
220111200,Primaria
220111201,Primaria
220111300,Primaria
220111301,Primaria
220111400,Secundaria
220111500,Secundaria
220111600,No Universitario
220111602,No Universitario
220111700,Primaria
220111800,Primaria
220111900,Nivel inicial
220111900,Primaria
220112100,Nivel inicial
220112300,Primaria
220112301,Primaria
220112302,Primaria
220112400,Primaria
220112500,Primaria
220112600,Primaria
220112800,Nivel inicial
220112800,Primaria
220112900,Nivel inicial
220112900,Primaria
220113000,Primaria
220113100,Nivel inicial
220113100,Primaria
220113300,Primaria
220113400,Secundaria
220113500,No Universitario
220113501,No Universitario
220113502,No Universitario
220113503,No Universitario
220113504,No Universitario
220113600,Primaria
220113800,Primaria
220113900,Nivel inicial
220113901,Nivel inicial
220114000,Primaria
220114100,Primaria
220114200,Primaria
220114300,Secundaria
220114400,Secundaria
220114500,No Universitario
220114600,Nivel inicial
220114700,Secundaria
220115100,Primaria
220115200,Secundaria
220115300,Nivel inicial
220115300,Primaria
220115400,Nivel inicial
220115400,Primaria
220115500,Primaria
220115700,No Universitario
220115701,No Universitario
220115800,Secundaria
220115900,Primaria
220116000,Primaria
220116100,Nivel inicial
220116100,Primaria
220116101,Primaria
220116200,Primaria
220116400,Nivel inicial
220116400,Primaria
220116600,Nivel inicial
220116600,Primaria
220116700,Secundaria
220116800,Primaria
220116900,No Universitario
220116901,No Universitario
220117000,Primaria
220117200,Nivel inicial
220117200,Primaria
220117300,Nivel inicial
220117400,Nivel inicial
220117400,Primaria
220117500,Nivel inicial
220117500,Primaria
220117600,Nivel inicial
220117600,Primaria
220117700,Nivel inicial
220117700,Primaria
220117800,Primaria
220117900,Secundaria
220118100,Primaria
220118200,Nivel inicial
220118200,Primaria
220118300,Primaria
220118400,Primaria
220118401,Primaria
220118500,Nivel inicial
220118500,Primaria
220118600,Primaria
220118700,Secundaria
220118800,Primaria
220118900,Nivel inicial
220118900,Primaria
220119000,Secundaria
220119100,Primaria
220119300,Primaria
220119400,Primaria
220119500,Primaria
220119600,Nivel inicial
220119602,Nivel inicial
220119700,Nivel inicial
220119800,Primaria
220119801,Primaria
220119900,Primaria
220120000,Primaria
220120100,Secundaria
220120200,Nivel inicial
220120200,Primaria
220120400,Primaria
220120500,Nivel inicial
220120600,Primaria
220120601,Primaria
220120700,Nivel inicial
220120700,Primaria
220120900,Primaria
220121000,Nivel inicial
220121000,Primaria
220121100,Secundaria
220121200,Nivel inicial
220121200,Primaria
220121500,Nivel inicial
220121500,Primaria
220121600,Primaria
220121601,Primaria
220121602,Primaria
220121700,Primaria
220121800,Nivel inicial
220121800,Primaria
220121801,Primaria
220121900,Nivel inicial
220121900,Primaria
220121901,Primaria
220122000,Primaria
220122100,Secundaria
220122200,Secundaria
220122300,Primaria
220122600,Primaria
220122601,Primaria
220122602,Primaria
220122800,Primaria
220122900,Nivel inicial
220122900,Primaria
220123000,Nivel inicial
220123000,Primaria
220123001,Nivel inicial
220123001,Primaria
220123100,Nivel inicial
220123100,Primaria
220123400,Primaria
220123500,Secundaria
220123600,Secundaria
220123700,No Universitario
220123800,Secundaria
220123900,Primaria
220123901,Primaria
220124100,Nivel inicial
220124100,Primaria
220124101,Primaria
220124102,Primaria
220124300,Nivel inicial
220124300,Primaria
220124400,Nivel inicial
220124400,Primaria
220124500,Primaria
220124600,Nivel inicial
220124600,Primaria
220124601,Primaria
220124700,Nivel inicial
220124700,Primaria
220124701,Primaria
220125100,Nivel inicial
220125100,Primaria
220125101,Primaria
220125200,Nivel inicial
220125200,Primaria
220125201,Primaria
220125400,Nivel inicial
220125400,Primaria
220125500,Nivel inicial
220125500,Primaria
220125501,Primaria
220125502,Primaria
220125600,Primaria
220125700,Nivel inicial
220125800,Secundaria
220126100,Nivel inicial
220126100,Primaria
220126101,Nivel inicial
220126101,Primaria
220126200,Primaria
220126300,Primaria
220126400,Primaria
220126500,Primaria
220126501,Primaria
220126600,Nivel inicial
220126600,Primaria
220126601,Primaria
220126700,Nivel inicial
220126700,Primaria
220126800,Nivel inicial
220126800,Primaria
220126801,Primaria
220126900,Secundaria
220127000,Primaria
220127100,Primaria
220127200,Primaria
220127300,Primaria
220127400,No Universitario
220127500,Secundaria
220127600,Secundaria
220127700,No Universitario
220127900,Nivel inicial
220128000,Primaria
220128100,Primaria
220128200,Nivel inicial
220128200,Primaria
220128201,Primaria
220128400,Nivel inicial
220128500,Nivel inicial
220128500,Primaria
220128600,Primaria
220128700,Secundaria
220128800,Primaria
220128801,Primaria
220128900,Primaria
220129000,Nivel inicial
220129000,Primaria
220129100,Nivel inicial
220129200,Primaria
220129300,Primaria
220129400,Primaria
220129500,Secundaria
220129600,Nivel inicial
220129700,Secundaria
220129800,Primaria
220129900,Primaria
220130000,Primaria
220130200,Secundaria
220130300,Primaria
220130400,Primaria
220130500,Nivel inicial
220130600,Nivel inicial
220130700,Nivel inicial
220130800,Secundaria
220130900,Secundaria
220131000,Primaria
220131100,Primaria
220131200,Primaria
220131300,Primaria
220131500,Nivel inicial
220131500,Primaria
220131600,Nivel inicial
220131600,Primaria
220131700,Primaria
220131900,Nivel inicial
220131900,Primaria
220132000,Primaria
220132100,Nivel inicial
220132100,Primaria
220132200,Nivel inicial
220132200,Primaria
220132201,Primaria
220132202,Primaria
220132300,Nivel inicial
220132300,Primaria
220132700,Primaria
220132800,Nivel inicial
220132900,Primaria
220133100,Primaria
220133200,Primaria
220133300,Primaria
220133500,Primaria
220133600,Primaria
220133900,Secundaria
220134000,Primaria
220134100,Nivel inicial
220134100,Primaria
220134200,Nivel inicial
220134200,Primaria
220134300,Primaria
220134400,Secundaria
220134401,Secundaria
220134500,Nivel inicial
220134500,Primaria
220134800,Primaria
220135000,Nivel inicial
220135000,Primaria
220135200,Secundaria
220135300,Primaria
220135400,Primaria
220135500,Nivel inicial
220135600,Nivel inicial
220135600,Primaria
220135700,Nivel inicial
220135700,Primaria
220135800,Primaria
220135900,Primaria
220136100,Nivel inicial
220136100,Primaria
220136200,Secundaria
220136300,Primaria
220136400,Secundaria
220136500,Primaria
220136600,Secundaria
220136700,Secundaria
220136800,Secundaria
220136900,Nivel inicial
220136900,Primaria
220137100,Primaria
220137101,Primaria
220137200,Nivel inicial
220137200,Primaria
220137300,Nivel inicial
220137300,Primaria
220137400,Primaria
220137401,Primaria
220137500,Nivel inicial
220137500,Primaria
220137600,Primaria
220137700,Primaria
220137800,Secundaria
220137900,Secundaria
220138000,Nivel inicial
220138000,Primaria
220138100,Primaria
220138200,Primaria
220138300,Primaria
220138400,Primaria
220138500,Primaria
220138600,Primaria
220138700,Primaria
220138800,Nivel inicial
220138801,Nivel inicial
220138802,Nivel inicial
220138900,Secundaria
220139100,Primaria
220139200,Primaria
220139300,Nivel inicial
220139300,Primaria
220139301,Primaria
220139400,Primaria
220139500,Nivel inicial
220139500,Primaria
220139600,Primaria
220139800,Primaria
220139900,Secundaria
220140000,Primaria
220140001,Primaria
220140100,No Universitario
220140102,No Universitario
220140200,Nivel inicial
220140300,Primaria
220140400,Primaria
220140500,Primaria
220140502,Primaria
220140600,Primaria
220140700,No Universitario
220140800,Primaria
220140900,Nivel inicial
220141000,Primaria
220141001,Primaria
220141100,Secundaria
220141200,Primaria
220141300,Primaria
220141400,Secundaria
220141401,Secundaria
220141500,Nivel inicial
220141600,Nivel inicial
220141606,Nivel inicial
220141607,Nivel inicial
220141700,Primaria
220141900,Primaria
220142100,Primaria
220142200,Nivel inicial
220142200,Primaria
220142201,Primaria
220142300,Secundaria
220142400,No Universitario
220142401,No Universitario
220142500,Secundaria
220142600,Secundaria
220142800,Primaria
220143000,Primaria
220143100,Nivel inicial
220143100,Primaria
220143200,Primaria
220143300,Secundaria
220143400,Primaria
220143500,Nivel inicial
220143500,Primaria
220143501,Primaria
220143600,Secundaria
220143800,Primaria
220143900,Secundaria
220144000,Primaria
220144100,Secundaria
220144200,Secundaria
220144300,Primaria
220144500,Primaria
220144800,Nivel inicial
220144900,Nivel inicial
220145000,Nivel inicial
220145400,Secundaria
220145500,Secundaria
220145700,No Universitario
220145800,No Universitario
220146300,Nivel inicial
220146500,Nivel inicial
220146600,Primaria
220146800,Nivel inicial
220146800,Primaria
220146900,Primaria
220146900,Secundaria
220146901,Secundaria
220147100,Primaria
220147200,Nivel inicial
220147300,Nivel inicial
220147301,Nivel inicial
220147500,Primaria
220148000,Secundaria
220148100,Secundaria
220148200,Secundaria
220148300,Secundaria
220148400,Secundaria
220148500,Secundaria
220148600,Secundaria
220148700,Primaria
220148900,Nivel inicial
220149100,Secundaria
220149200,Nivel inicial
220149300,Nivel inicial
220149400,Nivel inicial
220149500,Nivel inicial
220149600,Nivel inicial
220149700,Nivel inicial
220149800,Nivel inicial
220149900,Nivel inicial
220150000,Nivel inicial
220150100,Nivel inicial
220150200,Nivel inicial
220150300,Nivel inicial
220150400,Nivel inicial
220150500,Nivel inicial
220150501,Nivel inicial
220150600,Nivel inicial
220150700,Nivel inicial
220150800,Nivel inicial
220150900,Nivel inicial
220151000,Nivel inicial
220151200,Nivel inicial
220151300,Primaria
220151600,Secundaria
220151800,Primaria
220151802,Primaria
220151900,Secundaria
220154200,Primaria
220154300,Primaria
220154700,Primaria
220154900,Primaria
220155000,Nivel inicial
220155000,Primaria
220155100,Nivel inicial
220155100,Primaria
220155400,Secundaria
220155800,Secundaria
220155900,Nivel inicial
220155901,Nivel inicial
220156000,Nivel inicial
220156001,Nivel inicial
220156200,Primaria
220156600,Primaria
220156800,No Universitario
220156802,No Universitario
220157000,Primaria
220157300,Nivel inicial
220157301,Nivel inicial
220157400,Primaria
220157900,Nivel inicial
220158000,Primaria
220158100,Primaria
220158200,Primaria
220158300,Nivel inicial
220158300,Primaria
220158400,Primaria
220158500,Nivel inicial
220158500,Primaria
220158501,Primaria
220158600,Primaria
220158602,Nivel inicial
220158700,Nivel inicial
220158800,Nivel inicial
220158801,Nivel inicial
220158900,Nivel inicial
220159300,Nivel inicial
220159700,Secundaria
220160000,Nivel inicial
220160300,Secundaria
220160400,Secundaria
220160500,Secundaria
220160501,Secundaria
220160600,Primaria
220160800,Secundaria
220160900,Nivel inicial
220161000,Nivel inicial
220161100,Nivel inicial
220161101,Nivel inicial
220161200,Primaria
220161201,Primaria
220161203,Primaria
220161300,Primaria
220161400,Primaria
220161500,Primaria
220161600,Nivel inicial
220161600,Primaria
220161700,Secundaria
220161800,Primaria
220173200,Secundaria
220173300,Secundaria
220173400,No Universitario
220173402,Secundaria
220173600,Secundaria
220177500,No Universitario
220177700,Primaria
220177900,Nivel inicial
220177900,Primaria
220178000,Primaria
220178100,Primaria
220178200,Secundaria
220178400,No Universitario
220178401,No Universitario
220178500,Secundaria
220178600,Secundaria
220178800,Nivel inicial
220178900,Primaria
220180100,Nivel inicial
220180100,Primaria
220180300,Nivel inicial
220180700,No Universitario
220180800,Nivel inicial
220181000,No Universitario
220181500,Primaria
220181600,Primaria
220181601,Primaria
220181700,Primaria
220181800,Primaria
220181900,Nivel inicial
220182000,Nivel inicial
220182001,Nivel inicial
220182100,Nivel inicial
220182200,Primaria
220182300,Secundaria
220182400,Secundaria
220182500,Secundaria
220183100,Secundaria
220183200,Nivel inicial
220183300,Nivel inicial
220183700,Nivel inicial
220183700,Primaria
220183800,Nivel inicial
220183800,Primaria
220183801,Nivel inicial
220183801,Primaria
220183900,Primaria
220184000,Nivel inicial
220184000,Primaria
220184100,Nivel inicial
220184100,Primaria
220184200,Primaria
220184300,Primaria
220184301,Primaria
220184400,Primaria
220184600,Nivel inicial
